,Ciudad,Pais,PM25,PM10,O3,NO2,CO,Fecha
4788,Antofagasta,Chile,,,,,,2018-04-13
4789,Antofagasta,Chile,,,,,,2018-04-14
4790,Antofagasta,Chile,,,,,,2018-04-15
4791,Antofagasta,Chile,,,,,,2018-04-16
4792,Antofagasta,Chile,,,,,,2018-04-17
4793,Antofagasta,Chile,,,,,,2018-04-18
4794,Antofagasta,Chile,,,,,,2018-04-19
4795,Antofagasta,Chile,,,,,,2018-04-20
4796,Antofagasta,Chile,,,,,,2018-04-21
4797,Antofagasta,Chile,,,,,,2018-04-22
4798,Antofagasta,Chile,,,,,,2018-04-23
4799,Antofagasta,Chile,,,,,,2018-04-24
4800,Antofagasta,Chile,,,,,,2018-04-25
4801,Antofagasta,Chile,,,,,,2018-04-26
4802,Antofagasta,Chile,,,,,,2018-04-27
4803,Antofagasta,Chile,,,,,,2018-04-28
4804,Antofagasta,Chile,,,,,,2018-04-29
4805,Antofagasta,Chile,,,,,,2018-04-30
4806,Antofagasta,Chile,,,,,,2018-05-01
4807,Antofagasta,Chile,,,,,,2018-05-02
4808,Antofagasta,Chile,,,,,,2018-05-03
4809,Antofagasta,Chile,,,,,,2018-05-04
4810,Antofagasta,Chile,,,,,,2018-05-05
4811,Antofagasta,Chile,,,,,,2018-05-06
4812,Antofagasta,Chile,,,,,,2018-05-07
4813,Antofagasta,Chile,,,,,,2018-05-08
4814,Antofagasta,Chile,,,,,,2018-05-09
4815,Antofagasta,Chile,,,,,,2018-05-10
4816,Antofagasta,Chile,,,,,,2018-05-11
4817,Antofagasta,Chile,,,,,,2018-05-12
4818,Antofagasta,Chile,,,,,,2018-05-13
4819,Antofagasta,Chile,,,,,,2018-05-14
4820,Antofagasta,Chile,,,,,,2018-05-15
4821,Antofagasta,Chile,,,,,,2018-05-16
4822,Antofagasta,Chile,,,,,,2018-05-17
4823,Antofagasta,Chile,,,,,,2018-05-18
4824,Antofagasta,Chile,,,,,,2018-05-19
4825,Antofagasta,Chile,,,,,,2018-05-20
4826,Antofagasta,Chile,,,,,,2018-05-21
4827,Antofagasta,Chile,,,,,,2018-05-22
4828,Florida,United States,47.0,,13.0,,,2018-01-01
4829,Florida,United States,30.0,,15.0,,,2018-01-02
4830,Florida,United States,32.0,,13.0,,,2018-01-03
4831,Florida,United States,29.0,,14.0,,,2018-01-04
4832,Florida,United States,36.0,,12.0,,,2018-01-05
4833,Florida,United States,38.0,,15.0,,,2018-01-06
4834,Florida,United States,52.0,,15.0,,,2018-01-07
4835,Florida,United States,31.0,,14.0,,,2018-01-08
4836,Florida,United States,24.0,,14.0,,,2018-01-09
4837,Florida,United States,21.0,,14.0,,,2018-01-10
4838,Florida,United States,27.0,,12.0,,,2018-01-11
4839,Florida,United States,19.0,,12.0,,,2018-01-12
4840,Florida,United States,41.0,,12.0,,,2018-01-13
4841,Florida,United States,24.0,,14.0,,,2018-01-14
4842,Florida,United States,29.0,,15.0,,,2018-01-15
4843,Florida,United States,32.0,,14.0,,,2018-01-16
4844,Florida,United States,36.0,,13.0,,,2018-01-17
4845,Florida,United States,42.0,,15.0,,,2018-01-18
4846,Florida,United States,33.0,,16.0,,,2018-01-19
4847,Florida,United States,70.0,,17.0,,,2018-01-20
4848,Florida,United States,86.0,,18.0,,,2018-01-21
4849,Florida,United States,73.0,,14.0,,,2018-01-22
4850,Florida,United States,35.0,,11.0,,,2018-01-23
4851,Florida,United States,25.0,,13.0,,,2018-01-24
4852,Florida,United States,35.0,,15.0,,,2018-01-25
4853,Florida,United States,39.0,,15.0,,,2018-01-26
4854,Florida,United States,32.0,,15.0,,,2018-01-27
4855,Florida,United States,30.0,,14.0,,,2018-01-28
4856,Florida,United States,26.0,,12.0,,,2018-01-29
4857,Florida,United States,15.0,,13.0,,,2018-01-30
4858,Florida,United States,32.0,,16.0,,,2018-01-31
4859,Florida,United States,32.0,,16.0,,,2018-02-01
4860,Florida,United States,39.0,,14.0,,,2018-02-02
4861,Florida,United States,33.0,,15.0,,,2018-02-03
4862,Florida,United States,33.0,,14.0,,,2018-02-04
4863,Florida,United States,32.0,,14.0,,,2018-02-05
4864,Florida,United States,31.0,,15.0,,,2018-02-06
4865,Florida,United States,35.0,,15.0,,,2018-02-07
4866,Florida,United States,34.0,,11.0,,,2018-02-08
4867,Florida,United States,25.0,,15.0,,,2018-02-09
4868,Florida,United States,43.0,,9.0,,,2018-02-10
4869,Florida,United States,26.0,,11.0,,,2018-02-11
4870,Florida,United States,35.0,,8.0,,,2018-02-12
4871,Florida,United States,37.0,,10.0,,,2018-02-13
4872,Florida,United States,33.0,,10.0,,,2018-02-14
4873,Florida,United States,38.0,,12.0,,,2018-02-15
4874,Florida,United States,28.0,,11.0,,,2018-02-16
4875,Florida,United States,36.0,,11.0,,,2018-02-17
4876,Florida,United States,40.0,,10.0,,,2018-02-18
4877,Florida,United States,36.0,,12.0,,,2018-02-19
4878,Florida,United States,39.0,,9.0,,,2018-02-20
4879,Florida,United States,33.0,,9.0,,,2018-02-21
4880,Florida,United States,29.0,,13.0,,,2018-02-22
4881,Florida,United States,33.0,,12.0,,,2018-02-23
4882,Florida,United States,15.0,,12.0,,,2018-02-24
4883,Florida,United States,23.0,,13.0,,,2018-02-25
4884,Florida,United States,35.0,,12.0,,,2018-02-26
4885,Florida,United States,33.0,,16.0,,,2018-02-27
4886,Florida,United States,34.0,,15.0,,,2018-02-28
4887,Florida,United States,32.0,,13.0,,,2018-03-01
4888,Florida,United States,41.0,,18.0,,,2018-03-02
4889,Florida,United States,25.0,,20.0,,,2018-03-03
4890,Florida,United States,36.0,,19.0,,,2018-03-04
4891,Florida,United States,41.0,,20.0,,,2018-03-05
4892,Florida,United States,47.0,,18.0,,,2018-03-06
4893,Florida,United States,41.0,,18.0,,,2018-03-07
4894,Florida,United States,32.0,,18.0,,,2018-03-08
4895,Florida,United States,32.0,,19.0,,,2018-03-09
4896,Florida,United States,39.0,,20.0,,,2018-03-10
4897,Florida,United States,16.0,,19.0,,,2018-03-11
4898,Florida,United States,24.0,,16.0,,,2018-03-12
4899,Florida,United States,24.0,,18.0,,,2018-03-13
4900,Florida,United States,38.0,,19.0,,,2018-03-14
4901,Florida,United States,51.0,,20.0,,,2018-03-15
4902,Florida,United States,55.0,,21.0,,,2018-03-16
4903,Florida,United States,49.0,,19.0,,,2018-03-17
4904,Florida,United States,49.0,,15.0,,,2018-03-18
4905,Florida,United States,44.0,,11.0,,,2018-03-19
4906,Florida,United States,29.0,,16.0,,,2018-03-20
4907,Florida,United States,36.0,,18.0,,,2018-03-21
4908,Florida,United States,31.0,,18.0,,,2018-03-22
4909,Florida,United States,33.0,,21.0,,,2018-03-23
4910,Florida,United States,41.0,,22.0,,,2018-03-24
4911,Florida,United States,60.0,,20.0,,,2018-03-25
4912,Florida,United States,53.0,,17.0,,,2018-03-26
4913,Florida,United States,40.0,,17.0,,,2018-03-27
4914,Florida,United States,23.0,,17.0,,,2018-03-28
4915,Florida,United States,24.0,,17.0,,,2018-03-29
4916,Florida,United States,38.0,,13.0,,,2018-03-30
4917,Florida,United States,41.0,,16.0,,,2018-03-31
4918,Florida,United States,35.0,,16.0,,,2018-04-01
4919,Florida,United States,35.0,,13.0,,,2018-04-02
4920,Florida,United States,29.0,,12.0,,,2018-04-03
4921,Florida,United States,29.0,,11.0,,,2018-04-04
4922,Florida,United States,29.0,,19.0,,,2018-04-05
4923,Florida,United States,41.0,,19.0,,,2018-04-06
4924,Florida,United States,22.0,,14.0,,,2018-04-07
4925,Florida,United States,24.0,,17.0,,,2018-04-08
4926,Florida,United States,9.0,,16.0,,,2018-04-09
4927,Florida,United States,28.0,,15.0,,,2018-04-10
4928,Florida,United States,12.0,,19.0,,,2018-04-11
4929,Florida,United States,38.0,,19.0,,,2018-04-12
4930,Florida,United States,41.0,,18.0,,,2018-04-13
4931,Florida,United States,33.0,,15.0,,,2018-04-14
4932,Florida,United States,33.0,,15.0,,,2018-04-15
4933,Florida,United States,25.0,,18.0,,,2018-04-16
4934,Florida,United States,28.0,,21.0,,,2018-04-17
4935,Florida,United States,33.0,,23.0,,,2018-04-18
4936,Florida,United States,35.0,,18.0,,,2018-04-19
4937,Florida,United States,40.0,,19.0,,,2018-04-20
4938,Florida,United States,47.0,,19.0,,,2018-04-21
4939,Florida,United States,47.0,,19.0,,,2018-04-22
4940,Florida,United States,42.0,,13.0,,,2018-04-23
4941,Florida,United States,28.0,,20.0,,,2018-04-24
4942,Florida,United States,29.0,,19.0,,,2018-04-25
4943,Florida,United States,39.0,,19.0,,,2018-04-26
4944,Florida,United States,46.0,,19.0,,,2018-04-27
4945,Florida,United States,30.0,,24.0,,,2018-04-28
4946,Florida,United States,45.0,,20.0,,,2018-04-29
4947,Florida,United States,53.0,,20.0,,,2018-04-30
4948,Florida,United States,32.0,,20.0,,,2018-05-01
4949,Florida,United States,33.0,,17.0,,,2018-05-02
4950,Florida,United States,25.0,,20.0,,,2018-05-03
4951,Florida,United States,1.0,,16.0,,,2018-05-04
4952,Florida,United States,38.0,,14.0,,,2018-05-05
4953,Florida,United States,28.0,,12.0,,,2018-05-06
4954,Florida,United States,31.0,,22.0,,,2018-05-07
4955,Florida,United States,39.0,,17.0,,,2018-05-08
4956,Florida,United States,43.0,,18.0,,,2018-05-09
4957,Florida,United States,40.0,,23.0,,,2018-05-10
4958,Florida,United States,38.0,,24.0,,,2018-05-11
4959,Florida,United States,54.0,,20.0,,,2018-05-12
4960,Florida,United States,44.0,,14.0,,,2018-05-13
4961,Florida,United States,23.0,,11.0,,,2018-05-14
4962,Florida,United States,14.0,10.0,16.0,5.0,5.0,2018-05-15
4963,Florida,United States,23.0,11.0,13.0,6.0,6.0,2018-05-16
4964,Florida,United States,19.0,12.0,10.0,5.0,6.0,2018-05-17
4965,Florida,United States,29.0,11.0,12.0,5.0,6.0,2018-05-18
4966,Florida,United States,25.0,12.0,13.0,4.0,6.0,2018-05-19
4967,Florida,United States,25.0,9.0,12.0,2.0,4.0,2018-05-20
4968,Florida,United States,22.0,18.0,11.0,3.0,5.0,2018-05-21
4969,Florida,United States,36.0,16.0,11.0,4.0,7.0,2018-05-22
4970,Kanagawa,Japan,42.0,7.0,,,,2018-01-01
4971,Kanagawa,Japan,28.0,4.0,,,,2018-01-02
4972,Kanagawa,Japan,15.0,3.0,,,,2018-01-03
4973,Kanagawa,Japan,15.0,3.0,26.0,26.0,26.0,2018-01-04
4974,Kanagawa,Japan,12.0,7.0,22.0,22.0,22.0,2018-01-05
4975,Kanagawa,Japan,32.0,12.0,18.0,18.0,18.0,2018-01-06
4976,Kanagawa,Japan,51.0,6.0,30.0,30.0,30.0,2018-01-07
4977,Kanagawa,Japan,25.0,12.0,17.0,17.0,17.0,2018-01-08
4978,Kanagawa,Japan,47.0,14.0,26.0,26.0,26.0,2018-01-09
4979,Kanagawa,Japan,49.0,9.0,25.0,25.0,25.0,2018-01-10
4980,Kanagawa,Japan,37.0,7.0,24.0,24.0,24.0,2018-01-11
4981,Kanagawa,Japan,26.0,12.0,11.0,11.0,11.0,2018-01-12
4982,Kanagawa,Japan,49.0,13.0,11.0,11.0,11.0,2018-01-13
4983,Kanagawa,Japan,54.0,4.0,30.0,30.0,30.0,2018-01-14
4984,Kanagawa,Japan,18.0,15.0,27.0,27.0,27.0,2018-01-15
4985,Kanagawa,Japan,56.0,22.0,13.0,13.0,13.0,2018-01-16
4986,Kanagawa,Japan,78.0,28.0,8.0,8.0,8.0,2018-01-17
4987,Kanagawa,Japan,99.0,11.0,19.0,19.0,19.0,2018-01-18
4988,Kanagawa,Japan,50.0,11.0,25.0,25.0,25.0,2018-01-19
4989,Kanagawa,Japan,48.0,14.0,19.0,19.0,19.0,2018-01-20
4990,Kanagawa,Japan,60.0,19.0,25.0,25.0,25.0,2018-01-21
4991,Kanagawa,Japan,70.0,7.0,21.0,21.0,21.0,2018-01-22
4992,Kanagawa,Japan,36.0,11.0,28.0,28.0,28.0,2018-01-23
4993,Kanagawa,Japan,45.0,4.0,27.0,27.0,27.0,2018-01-24
4994,Kanagawa,Japan,17.0,4.0,22.0,22.0,22.0,2018-01-25
4995,Kanagawa,Japan,21.0,6.0,27.0,27.0,27.0,2018-01-26
4996,Kanagawa,Japan,28.0,6.0,28.0,28.0,28.0,2018-01-27
4997,Kanagawa,Japan,27.0,14.0,27.0,27.0,27.0,2018-01-28
4998,Kanagawa,Japan,52.0,17.0,16.0,16.0,16.0,2018-01-29
4999,Kanagawa,Japan,66.0,9.0,22.0,22.0,22.0,2018-01-30
5000,Kanagawa,Japan,35.0,20.0,11.0,11.0,11.0,2018-01-31
5001,Kanagawa,Japan,76.0,14.0,16.0,16.0,27.0,2018-02-01
5002,Kanagawa,Japan,64.0,10.0,19.0,19.0,18.0,2018-02-02
5003,Kanagawa,Japan,53.0,18.0,14.0,14.0,25.0,2018-02-03
5004,Kanagawa,Japan,79.0,11.0,30.0,30.0,12.0,2018-02-04
5005,Kanagawa,Japan,45.0,7.0,28.0,28.0,15.0,2018-02-05
5006,Kanagawa,Japan,31.0,11.0,21.0,21.0,18.0,2018-02-06
5007,Kanagawa,Japan,38.0,5.0,24.0,24.0,15.0,2018-02-07
5008,Kanagawa,Japan,21.0,8.0,21.0,21.0,20.0,2018-02-08
5009,Kanagawa,Japan,38.0,21.0,23.0,23.0,30.0,2018-02-09
5010,Kanagawa,Japan,78.0,28.0,37.0,37.0,30.0,2018-02-10
5011,Kanagawa,Japan,91.0,15.0,31.0,31.0,13.0,2018-02-11
5012,Kanagawa,Japan,60.0,8.0,31.0,31.0,6.0,2018-02-12
5013,Kanagawa,Japan,30.0,7.0,28.0,28.0,14.0,2018-02-13
5014,Kanagawa,Japan,30.0,11.0,28.0,28.0,22.0,2018-02-14
5015,Kanagawa,Japan,48.0,14.0,29.0,29.0,18.0,2018-02-15
5016,Kanagawa,Japan,53.0,10.0,29.0,29.0,15.0,2018-02-16
5017,Kanagawa,Japan,42.0,11.0,29.0,29.0,14.0,2018-02-17
5018,Kanagawa,Japan,44.0,5.0,32.0,32.0,4.0,2018-02-18
5019,Kanagawa,Japan,20.0,11.0,25.0,25.0,20.0,2018-02-19
5020,Kanagawa,Japan,44.0,15.0,21.0,21.0,22.0,2018-02-20
5021,Kanagawa,Japan,59.0,12.0,24.0,24.0,20.0,2018-02-21
5022,Kanagawa,Japan,48.0,10.0,24.0,24.0,18.0,2018-02-22
5023,Kanagawa,Japan,52.0,14.0,19.0,19.0,25.0,2018-02-23
5024,Kanagawa,Japan,,19.0,34.0,34.0,26.0,2018-02-24
5025,Kanagawa,Japan,,10.0,30.0,30.0,9.0,2018-02-25
5026,Kanagawa,Japan,,12.0,31.0,31.0,12.0,2018-02-26
5027,Kanagawa,Japan,52.0,16.0,25.0,25.0,18.0,2018-02-27
5028,Kanagawa,Japan,63.0,24.0,25.0,25.0,,2018-02-28
5029,Kanagawa,Japan,88.0,12.0,36.0,36.0,10.0,2018-03-01
5030,Kanagawa,Japan,49.0,10.0,31.0,31.0,18.0,2018-03-02
5031,Kanagawa,Japan,43.0,14.0,25.0,25.0,26.0,2018-03-03
5032,Kanagawa,Japan,54.0,17.0,37.0,37.0,22.0,2018-03-04
5033,Kanagawa,Japan,64.0,17.0,28.0,28.0,13.0,2018-03-05
5034,Kanagawa,Japan,45.0,8.0,30.0,30.0,10.0,2018-03-06
5035,Kanagawa,Japan,29.0,10.0,31.0,31.0,11.0,2018-03-07
5036,Kanagawa,Japan,40.0,7.0,25.0,25.0,17.0,2018-03-08
5037,Kanagawa,Japan,36.0,15.0,24.0,24.0,16.0,2018-03-09
5038,Kanagawa,Japan,39.0,6.0,30.0,30.0,12.0,2018-03-10
5039,Kanagawa,Japan,25.0,12.0,31.0,31.0,16.0,2018-03-11
5040,Kanagawa,Japan,53.0,13.0,34.0,34.0,14.0,2018-03-12
5041,Kanagawa,Japan,50.0,20.0,32.0,32.0,27.0,2018-03-13
5042,Kanagawa,Japan,74.0,30.0,21.0,21.0,40.0,2018-03-14
5043,Kanagawa,Japan,99.0,24.0,38.0,38.0,25.0,2018-03-15
5044,Kanagawa,Japan,85.0,7.0,32.0,32.0,10.0,2018-03-16
5045,Kanagawa,Japan,32.0,7.0,29.0,29.0,11.0,2018-03-17
5046,Kanagawa,Japan,33.0,10.0,36.0,36.0,12.0,2018-03-18
5047,Kanagawa,Japan,43.0,13.0,28.0,28.0,20.0,2018-03-19
5048,Kanagawa,Japan,54.0,10.0,31.0,31.0,12.0,2018-03-20
5049,Kanagawa,Japan,46.0,6.0,28.0,28.0,11.0,2018-03-21
5050,Kanagawa,Japan,39.0,4.0,28.0,28.0,16.0,2018-03-22
5051,Kanagawa,Japan,17.0,7.0,17.0,17.0,17.0,2018-03-23
5052,Kanagawa,Japan,29.0,11.0,30.0,30.0,18.0,2018-03-24
5053,Kanagawa,Japan,46.0,16.0,44.0,44.0,17.0,2018-03-25
5054,Kanagawa,Japan,65.0,26.0,39.0,39.0,30.0,2018-03-26
5055,Kanagawa,Japan,95.0,35.0,41.0,41.0,44.0,2018-03-27
5056,Kanagawa,Japan,129.0,33.0,47.0,47.0,29.0,2018-03-28
5057,Kanagawa,Japan,119.0,30.0,48.0,48.0,32.0,2018-03-29
5058,Kanagawa,Japan,110.0,14.0,42.0,42.0,11.0,2018-03-30
5059,Kanagawa,Japan,58.0,11.0,39.0,39.0,13.0,2018-03-31
5060,Kanagawa,Japan,52.0,11.0,43.0,43.0,7.0,2018-04-01
5061,Kanagawa,Japan,53.0,21.0,41.0,41.0,24.0,2018-04-02
5062,Kanagawa,Japan,83.0,25.0,34.0,34.0,22.0,2018-04-03
5063,Kanagawa,Japan,94.0,28.0,42.0,42.0,20.0,2018-04-04
5064,Kanagawa,Japan,114.0,10.0,30.0,30.0,14.0,2018-04-05
5065,Kanagawa,Japan,48.0,19.0,32.0,32.0,13.0,2018-04-06
5066,Kanagawa,Japan,70.0,12.0,43.0,43.0,6.0,2018-04-07
5067,Kanagawa,Japan,47.0,12.0,41.0,41.0,9.0,2018-04-08
5068,Kanagawa,Japan,59.0,9.0,44.0,44.0,10.0,2018-04-09
5069,Kanagawa,Japan,50.0,17.0,43.0,43.0,13.0,2018-04-10
5070,Kanagawa,Japan,61.0,18.0,40.0,40.0,12.0,2018-04-11
5071,Kanagawa,Japan,57.0,18.0,34.0,34.0,18.0,2018-04-12
5072,Kanagawa,Japan,61.0,14.0,45.0,45.0,9.0,2018-04-13
5073,Kanagawa,Japan,54.0,16.0,40.0,40.0,17.0,2018-04-14
5074,Kanagawa,Japan,51.0,17.0,42.0,42.0,6.0,2018-04-15
5075,Kanagawa,Japan,42.0,19.0,38.0,38.0,11.0,2018-04-16
5076,Kanagawa,Japan,64.0,14.0,30.0,30.0,16.0,2018-04-17
5077,Kanagawa,Japan,50.0,16.0,30.0,30.0,19.0,2018-04-18
5078,Kanagawa,Japan,45.0,16.0,38.0,38.0,24.0,2018-04-19
5079,Kanagawa,Japan,56.0,24.0,58.0,58.0,19.0,2018-04-20
5080,Kanagawa,Japan,73.0,27.0,61.0,61.0,24.0,2018-04-21
5081,Kanagawa,Japan,80.0,36.0,59.0,59.0,21.0,2018-04-22
5082,Kanagawa,Japan,97.0,38.0,50.0,50.0,22.0,2018-04-23
5083,Kanagawa,Japan,100.0,19.0,32.0,32.0,17.0,2018-04-24
5084,Kanagawa,Japan,61.0,24.0,28.0,28.0,22.0,2018-04-25
5085,Kanagawa,Japan,50.0,8.0,41.0,41.0,12.0,2018-04-26
5086,Kanagawa,Japan,34.0,13.0,35.0,35.0,18.0,2018-04-27
5087,Kanagawa,Japan,44.0,21.0,54.0,54.0,16.0,2018-04-28
5088,Kanagawa,Japan,68.0,19.0,58.0,58.0,9.0,2018-04-29
5089,Kanagawa,Japan,64.0,19.0,45.0,45.0,8.0,2018-04-30
5090,Kanagawa,Japan,60.0,25.0,60.0,60.0,19.0,2018-05-01
5091,Kanagawa,Japan,75.0,29.0,43.0,43.0,21.0,2018-05-02
5092,Kanagawa,Japan,84.0,17.0,46.0,46.0,4.0,2018-05-03
5093,Kanagawa,Japan,52.0,10.0,48.0,48.0,5.0,2018-05-04
5094,Kanagawa,Japan,40.0,17.0,56.0,56.0,10.0,2018-05-05
5095,Kanagawa,Japan,58.0,21.0,56.0,56.0,11.0,2018-05-06
5096,Kanagawa,Japan,68.0,13.0,43.0,43.0,13.0,2018-05-07
5097,Kanagawa,Japan,42.0,8.0,37.0,37.0,9.0,2018-05-08
5098,Kanagawa,Japan,31.0,4.0,32.0,32.0,10.0,2018-05-09
5099,Kanagawa,Japan,15.0,8.0,29.0,29.0,23.0,2018-05-10
5100,Kanagawa,Japan,33.0,11.0,43.0,43.0,14.0,2018-05-11
5101,Kanagawa,Japan,41.0,21.0,47.0,47.0,18.0,2018-05-12
5102,Kanagawa,Japan,66.0,13.0,43.0,43.0,6.0,2018-05-13
5103,Kanagawa,Japan,37.0,23.0,47.0,47.0,20.0,2018-05-14
5104,Kanagawa,Japan,62.0,14.0,46.0,46.0,19.0,2018-05-15
5105,Kanagawa,Japan,53.0,14.0,52.0,52.0,10.0,2018-05-16
5106,Kanagawa,Japan,52.0,31.0,42.0,42.0,20.0,2018-05-17
5107,Kanagawa,Japan,81.0,47.0,31.0,31.0,28.0,2018-05-18
5108,Kanagawa,Japan,112.0,17.0,31.0,31.0,12.0,2018-05-19
5109,Kanagawa,Japan,55.0,6.0,37.0,37.0,6.0,2018-05-20
5110,Kanagawa,Japan,25.0,12.0,43.0,43.0,18.0,2018-05-21
5111,Kanagawa,Japan,48.0,17.0,41.0,41.0,21.0,2018-05-22
5112,Baden-Wurttemberg,Germany,,,,,,2018-01-01
5113,Baden-Wurttemberg,Germany,,,,,,2018-01-02
5114,Baden-Wurttemberg,Germany,,,,,,2018-01-03
5115,Baden-Wurttemberg,Germany,,,,,,2018-01-04
5116,Baden-Wurttemberg,Germany,,,,,,2018-01-05
5117,Baden-Wurttemberg,Germany,,,,,,2018-01-06
5118,Baden-Wurttemberg,Germany,,,,,,2018-01-07
5119,Baden-Wurttemberg,Germany,,,,,,2018-01-08
5120,Baden-Wurttemberg,Germany,,,,,,2018-01-09
5121,Baden-Wurttemberg,Germany,,,,,,2018-01-10
5122,Baden-Wurttemberg,Germany,,,,,,2018-01-11
5123,Baden-Wurttemberg,Germany,,,,,,2018-01-12
5124,Baden-Wurttemberg,Germany,,,,,,2018-01-13
5125,Baden-Wurttemberg,Germany,,,,,,2018-01-14
5126,Baden-Wurttemberg,Germany,,,,,,2018-01-15
5127,Baden-Wurttemberg,Germany,,,,,,2018-01-16
5128,Baden-Wurttemberg,Germany,,,,,,2018-01-17
5129,Baden-Wurttemberg,Germany,,,,,,2018-01-18
5130,Baden-Wurttemberg,Germany,,,,,,2018-01-19
5131,Baden-Wurttemberg,Germany,,,,,,2018-01-20
5132,Baden-Wurttemberg,Germany,,,,,,2018-01-21
5133,Baden-Wurttemberg,Germany,,,,,,2018-01-22
5134,Baden-Wurttemberg,Germany,,,,,,2018-01-23
5135,Baden-Wurttemberg,Germany,,,,,,2018-01-24
5136,Baden-Wurttemberg,Germany,,,,,,2018-01-25
5137,Baden-Wurttemberg,Germany,,,,,,2018-01-26
5138,Baden-Wurttemberg,Germany,,,,,,2018-01-27
5139,Baden-Wurttemberg,Germany,,,,,,2018-01-28
5140,Baden-Wurttemberg,Germany,,,,,,2018-01-29
5141,Baden-Wurttemberg,Germany,,,,,,2018-01-30
5142,Baden-Wurttemberg,Germany,,,,,,2018-01-31
5143,Baden-Wurttemberg,Germany,,,,,,2018-02-01
5144,Baden-Wurttemberg,Germany,,,,,,2018-02-02
5145,Baden-Wurttemberg,Germany,,,,,,2018-02-03
5146,Baden-Wurttemberg,Germany,,,,,,2018-02-04
5147,Baden-Wurttemberg,Germany,,,,,,2018-02-05
5148,Baden-Wurttemberg,Germany,,,,,,2018-02-06
5149,Baden-Wurttemberg,Germany,,,,,,2018-02-07
5150,Baden-Wurttemberg,Germany,,,,,,2018-02-08
5151,Baden-Wurttemberg,Germany,,,,,,2018-02-09
5152,Baden-Wurttemberg,Germany,,,,,,2018-02-10
5153,Baden-Wurttemberg,Germany,,,,,,2018-02-11
5154,Baden-Wurttemberg,Germany,,,,,,2018-02-12
5155,Baden-Wurttemberg,Germany,,,,,,2018-02-13
5156,Baden-Wurttemberg,Germany,,,,,,2018-02-14
5157,Baden-Wurttemberg,Germany,,,,,,2018-02-15
5158,Baden-Wurttemberg,Germany,,,,,,2018-02-16
5159,Baden-Wurttemberg,Germany,,,,,,2018-02-17
5160,Baden-Wurttemberg,Germany,,,,,,2018-02-18
5161,Baden-Wurttemberg,Germany,,,,,,2018-02-19
5162,Baden-Wurttemberg,Germany,,,,,,2018-02-20
5163,Baden-Wurttemberg,Germany,,,,,,2018-02-21
5164,Baden-Wurttemberg,Germany,,,,,,2018-02-22
5165,Baden-Wurttemberg,Germany,,,,,,2018-02-23
5166,Baden-Wurttemberg,Germany,,,,,,2018-02-24
5167,Baden-Wurttemberg,Germany,,,,,,2018-02-25
5168,Baden-Wurttemberg,Germany,,,,,,2018-02-26
5169,Baden-Wurttemberg,Germany,,,,,,2018-02-27
5170,Baden-Wurttemberg,Germany,,,,,,2018-02-28
5171,Baden-Wurttemberg,Germany,,,,,,2018-03-01
5172,Baden-Wurttemberg,Germany,,,,,,2018-03-02
5173,Baden-Wurttemberg,Germany,,,,,,2018-03-03
5174,Baden-Wurttemberg,Germany,,,,,,2018-03-04
5175,Baden-Wurttemberg,Germany,,,,,,2018-03-05
5176,Baden-Wurttemberg,Germany,,,,,,2018-03-06
5177,Baden-Wurttemberg,Germany,,,,,,2018-03-07
5178,Baden-Wurttemberg,Germany,,,,,,2018-03-08
5179,Baden-Wurttemberg,Germany,,,,,,2018-03-09
5180,Baden-Wurttemberg,Germany,,,,,,2018-03-10
5181,Baden-Wurttemberg,Germany,,,,,,2018-03-11
5182,Baden-Wurttemberg,Germany,,,,,,2018-03-12
5183,Baden-Wurttemberg,Germany,,,,,,2018-03-13
5184,Baden-Wurttemberg,Germany,,,,,,2018-03-14
5185,Baden-Wurttemberg,Germany,,,,,,2018-03-15
5186,Baden-Wurttemberg,Germany,,,,,,2018-03-16
5187,Baden-Wurttemberg,Germany,,,,,,2018-03-17
5188,Baden-Wurttemberg,Germany,,,,,,2018-03-18
5189,Baden-Wurttemberg,Germany,,,,,,2018-03-19
5190,Baden-Wurttemberg,Germany,,,,,,2018-03-20
5191,Baden-Wurttemberg,Germany,,,,,,2018-03-21
5192,Baden-Wurttemberg,Germany,,,,,,2018-03-22
5193,Baden-Wurttemberg,Germany,,,,,,2018-03-23
5194,Baden-Wurttemberg,Germany,,,,,,2018-03-24
5195,Baden-Wurttemberg,Germany,,,,,,2018-03-25
5196,Baden-Wurttemberg,Germany,,,,,,2018-03-26
5197,Baden-Wurttemberg,Germany,,,,,,2018-03-27
5198,Baden-Wurttemberg,Germany,,,,,,2018-03-28
5199,Baden-Wurttemberg,Germany,,,,,,2018-03-29
5200,Baden-Wurttemberg,Germany,,,,,,2018-03-30
5201,Baden-Wurttemberg,Germany,,,,,,2018-03-31
5202,Baden-Wurttemberg,Germany,,,,,,2018-04-01
5203,Baden-Wurttemberg,Germany,,,,,,2018-04-02
5204,Baden-Wurttemberg,Germany,,,,,,2018-04-03
5205,Baden-Wurttemberg,Germany,,,,,,2018-04-04
5206,Baden-Wurttemberg,Germany,,,,,,2018-04-05
5207,Baden-Wurttemberg,Germany,,,,,,2018-04-06
5208,Baden-Wurttemberg,Germany,,,,,,2018-04-07
5209,Baden-Wurttemberg,Germany,,,,,,2018-04-08
5210,Baden-Wurttemberg,Germany,,,,,,2018-04-09
